Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,test_preparation_course,math_score,reading_score,writing_score,science_score
S7477,Ali,Davis,student2245@university.com,Female,21.0,Engineering,59.41,77.42,61.51,70.9,63.99,4.82,73.95,58.22,C,1.0,78,81.0,79.0,64.0
S8914,Omar,Smith,student2032@university.com,Male,23.0,Business,79.79,56.94,80.32,93.18,57.2,7.7,54.53,70.34,C,1.0,73,43.0,65.0,37.0
S8399,Emma,Johnson,student3654@university.com,Female,20.0,Engineering,71.55,47.57,59.01,90.8,61.2,0.84,54.75,79.09,F,0.0,48,78.0,51.0,39.0
S9346,Ahmed,Brown,student911@university.com,Female,19.0,CS,68.96,86.5,40.83,77.59,56.68,7.04,96.52,75.71,C,1.0,65,83.0,56.0,52.0
S7041,John,Johnson,student1197@university.com,Male,23.0,Engineering,92.19,84.18,63.02,58.33,84.12,4.27,51.32,71.23,C,1.0,85,37.0,100.0,74.0
S8414,Omar,Johnson,student2539@university.com,Male,21.0,Engineering,89.85,70.77,58.6,80.28,57.95,9.83,81.68,55.12,D,0.0,97,48.0,64.0,98.0
S9357,Ahmed,Smith,student1081@university.com,Male,19.0,CS,89.33,59.55,77.89,83.91,55.95,3.22,90.77,74.51,F,1.0,87,37.0,100.0,94.0
S8664,Maria,Smith,student3886@university.com,Female,23.0,CS,78.66,85.15,72.72,72.37,81.16,4.08,94.39,98.51,A,1.0,56,52.0,73.0,37.0
S4895,Emma,Davis,student3895@university.com,Male,23.0,Engineering,67.87,62.62,50.39,52.56,97.91,6.59,60.76,78.47,B,1.0,95,85.0,84.0,46.0
S9507,Ali,Davis,student3611@university.com,Male,23.0,Business,79.16,99.67,71.31,69.64,58.43,5.24,52.19,91.19,B,1.0,70,73.0,86.0,31.0
S8318,Omar,Jones,student1262@university.com,Female,18.0,CS,76.3,80.6,47.23,92.09,50.79,1.79,87.51,92.24,F,1.0,68,76.0,96.0,70.0
S4469,Ahmed,Davis,student3469@university.com,Male,23.0,Engineering,70.46,46.54,83.28,90.02,85.04,7.79,59.17,92.32,B,0.0,100,51.0,77.0,93.0
S4298,Sara,Smith,student3298@university.com,Female,21.0,Business,70.67,88.72,91.36,86.6,95.68,4.78,90.3,86.2,C,0.0,56,35.0,41.0,52.0
S9431,Maria,Davis,student4025@university.com,Female,21.0,Business,51.12,68.59,93.55,98.94,97.31,8.86,88.9,67.14,A,0.0,74,69.0,88.0,77.0
S5640,Liam,Johnson,student4640@university.com,Male,22.0,Engineering,88.22,54.67,40.83,81.58,62.58,2.57,59.98,77.6,C,1.0,55,61.0,71.0,45.0
S5987,John,Brown,student4987@university.com,Male,22.0,CS,79.14,66.83,52.77,67.78,63.92,0.38,95.03,94.3,B,0.0,54,75.0,58.0,53.0
S8233,Sara,Davis,student513@university.com,Male,20.0,Business,80.2,96.8,97.98,50.25,52.31,7.57,85.89,65.65,D,0.0,87,60.0,85.0,82.0
S8892,John,Davis,student3433@university.com,Female,23.0,Mathematics,65.98,86.17,51.79,57.97,56.89,1.27,56.29,67.89,B,1.0,87,60.0,95.0,83.0
S4197,Ahmed,Williams,student3197@university.com,Female,22.0,Engineering,76.93,88.29,94.48,95.22,51.12,5.04,79.45,65.01,C,1.0,69,86.0,73.0,75.0
S3105,Liam,Williams,student2105@university.com,Female,24.0,Mathematics,83.94,65.09,48.04,99.87,95.8,7.34,75.92,95.11,F,1.0,10,77.0,53.0,29.0
S5296,Sara,Brown,student4296@university.com,Female,19.0,CS,64.51,71.51,44.61,70.37,66.53,8.14,62.45,88.82,B,0.0,61,89.0,29.0,54.0
S5278,Ahmed,Brown,student4278@university.com,Female,20.0,CS,56.64,97.71,41.21,99.85,67.5,7.94,91.74,76.56,C,0.0,85,61.0,80.0,66.0
S7835,Ali,Jones,student580@university.com,Female,19.0,Mathematics,82.7,40.84,68.47,78.82,91.16,2.89,54.89,65.42,A,0.0,73,68.0,64.0,64.0
S4229,Emma,Johnson,student3229@university.com,Female,24.0,Mathematics,69.62,64.25,55.56,55.75,82.27,4.29,55.53,98.81,D,1.0,28,68.0,72.0,41.0
S4939,John,Jones,student3939@university.com,Male,22.0,Engineering,89.15,46.85,49.28,75.36,63.87,1.94,57.54,52.94,B,1.0,51,100.0,79.0,69.0
S8847,Ahmed,Davis,student4488@university.com,Male,19.0,Engineering,87.14,97.02,85.4,94.68,83.18,1.54,90.67,70.12,C,0.0,80,92.0,61.0,83.0
S8065,Sara,Brown,student1151@university.com,Female,22.0,Engineering,76.08,93.34,55.75,60.79,98.25,0.27,52.13,83.08,C,0.0,60,88.0,98.0,97.0
S10827,Maria,Smith,student3435@university.com,Male,20.0,Engineering,81.02,46.55,50.7,53.45,75.8,1.47,71.21,80.47,D,0.0,78,44.0,89.0,72.0
S9879,Ahmed,Smith,student3606@university.com,Female,22.0,Business,77.45,58.66,40.09,98.99,58.35,7.37,94.43,87.2,C,1.0,71,82.0,100.0,67.0
S6331,Emma,Williams,student1443@university.com,Male,23.0,CS,60.27,70.58,47.26,95.75,79.87,8.26,64.49,95.65,F,1.0,54,42.0,68.0,100.0
S7955,Ahmed,Davis,student2947@university.com,Male,19.0,CS,96.11,99.15,40.7,74.75,98.96,4.37,79.33,79.58,A,0.0,54,63.0,74.0,82.0
S1141,Ali,Smith,student141@university.com,Male,20.0,Business,69.51,60.22,89.61,98.16,94.83,2.46,62.88,69.05,B,0.0,54,86.0,62.0,78.0
S8814,Sara,Davis,student1767@university.com,Female,22.0,CS,67.39,46.13,66.63,84.49,88.68,3.32,82.3,91.34,F,0.0,55,96.0,40.0,84.0
S10195,Omar,Brown,student46@university.com,Female,21.0,Business,60.92,55.04,55.93,84.05,71.32,0.2,81.45,80.24,D,0.0,31,72.0,68.0,46.0
S3868,Maria,Brown,student2868@university.com,Male,19.0,Engineering,56.9,55.92,65.55,98.67,92.26,9.45,60.96,87.29,D,0.0,44,80.0,44.0,36.0
S8343,Ahmed,Davis,student4993@university.com,Male,20.0,Business,76.09,57.53,80.81,92.6,52.54,0.84,78.8,93.05,A,0.0,64,44.0,83.0,42.0
S9402,Maria,Johnson,student4170@university.com,Female,18.0,Mathematics,56.25,59.98,42.48,72.54,63.9,2.76,58.72,66.55,A,0.0,62,76.0,100.0,42.0
S4961,Maria,Jones,student3961@university.com,Male,23.0,Engineering,61.72,71.57,63.92,78.83,98.36,2.85,85.09,63.73,D,0.0,31,54.0,45.0,36.0
S5328,John,Brown,student4328@university.com,Female,18.0,CS,52.24,93.93,72.38,77.3,74.07,0.44,89.97,71.8,C,0.0,31,81.0,72.0,39.0
S5865,Ahmed,Williams,student4865@university.com,Female,18.0,Mathematics,83.32,47.23,65.29,98.1,71.79,4.46,83.29,84.3,D,0.0,69,80.0,70.0,96.0
S3167,Omar,Brown,student2167@university.com,Male,23.0,CS,97.83,55.86,40.28,85.79,64.42,0.3,72.57,70.05,A,0.0,33,54.0,66.0,42.0
S5440,Emma,Johnson,student4440@university.com,Male,24.0,Engineering,98.33,98.55,80.84,70.3,69.24,2.5,76.39,56.98,A,0.0,73,82.0,54.0,100.0
S1764,Ahmed,Jones,student764@university.com,Female,19.0,Business,94.5,66.06,82.89,75.97,61.51,2.19,59.64,63.22,A,1.0,33,97.0,25.0,58.0
S3386,Sara,Johnson,student2386@university.com,Female,22.0,Engineering,96.15,41.2,72.57,82.39,58.65,2.35,77.69,67.47,A,0.0,82,70.0,92.0,59.0
S4592,John,Brown,student3592@university.com,Male,21.0,Engineering,88.77,75.93,51.06,91.45,95.51,1.12,59.5,83.15,A,1.0,71,62.0,83.0,53.0
S4966,Ahmed,Williams,student3966@university.com,Male,24.0,Mathematics,52.57,94.59,61.77,82.38,70.74,6.25,61.72,98.03,C,0.0,10,84.0,76.0,47.0
S5822,Ahmed,Jones,student4822@university.com,Female,21.0,Mathematics,69.32,72.18,50.42,65.39,51.22,8.91,65.55,69.39,A,1.0,62,91.0,13.0,44.0
S1357,Liam,Smith,student357@university.com,Male,24.0,CS,77.15,77.54,49.35,80.98,74.63,4.2,89.36,99.64,D,0.0,28,75.0,30.0,32.0
S9319,Liam,Johnson,student3137@university.com,Male,23.0,Business,67.32,78.1,95.18,97.63,71.77,3.55,61.36,63.78,B,0.0,73,93.0,73.0,62.0
S2938,Sara,Brown,student1938@university.com,Female,22.0,Engineering,90.59,88.04,56.73,76.67,88.9,1.89,62.43,95.05,B,0.0,49,100.0,43.0,66.0
S10208,Ali,Johnson,student4732@university.com,Male,20.0,Engineering,99.8,90.69,76.46,79.76,86.94,9.59,54.06,55.22,D,1.0,72,94.0,87.0,83.0
S4581,Ahmed,Jones,student3581@university.com,Male,18.0,Engineering,88.57,86.75,91.12,99.34,56.32,9.45,91.13,89.97,A,1.0,46,59.0,25.0,29.0
S10588,John,Johnson,student4319@university.com,Male,18.0,CS,51.05,99.82,74.65,77.22,59.99,1.21,90.32,80.32,F,1.0,28,77.0,77.0,87.0
S4769,Liam,Davis,student3769@university.com,Male,19.0,CS,74.63,51.37,47.4,67.14,72.62,1.27,62.06,74.89,A,0.0,8,78.0,37.0,61.0
S5680,Maria,Smith,student4680@university.com,Female,20.0,CS,93.03,78.47,94.69,93.14,50.13,6.7,73.2,57.72,A,0.0,76,69.0,66.0,64.0
S2975,Ali,Jones,student1975@university.com,Male,22.0,CS,72.46,44.87,91.13,97.65,83.06,8.61,86.45,87.69,C,0.0,81,77.0,71.0,74.0
S6750,Ahmed,Johnson,student218@university.com,Male,22.0,Mathematics,69.88,68.47,64.75,68.14,66.48,2.52,56.54,58.69,B,0.0,52,56.0,87.0,84.0
S5870,Maria,Smith,student4870@university.com,Male,23.0,Business,95.58,68.86,90.33,50.58,89.64,5.68,94.22,57.65,B,1.0,99,77.0,72.0,90.0
S8767,Maria,Smith,student110@university.com,Male,23.0,CS,99.02,80.88,81.15,76.61,77.02,7.01,94.94,70.47,D,1.0,67,69.0,75.0,94.0
S1861,Ali,Davis,student861@university.com,Female,23.0,CS,89.02,77.44,54.45,67.58,61.94,4.4,54.84,64.64,B,1.0,34,94.0,89.0,41.0
S9629,Maria,Brown,student867@university.com,Male,21.0,Business,63.0,43.27,69.37,85.33,60.6,7.24,70.8,88.2,D,0.0,27,70.0,74.0,81.0
S3555,Emma,Brown,student2555@university.com,Female,21.0,Engineering,91.11,73.46,88.04,80.77,71.54,2.8,68.06,63.83,A,0.0,10,81.0,61.0,30.0
S6870,Maria,Williams,student3238@university.com,Male,21.0,CS,65.05,76.39,67.11,68.74,53.9,7.92,61.17,79.23,A,0.0,53,80.0,68.0,55.0
S6099,Liam,Williams,student1009@university.com,Female,18.0,CS,83.59,44.09,86.37,73.87,77.16,0.88,64.7,92.98,D,1.0,56,62.0,86.0,88.0
S4037,Maria,Johnson,student3037@university.com,Male,21.0,Business,99.85,59.8,46.05,50.93,93.43,2.06,63.5,89.22,B,0.0,27,100.0,79.0,64.0
S8678,Sara,Jones,student2820@university.com,Male,22.0,CS,65.19,98.54,52.76,55.72,94.87,7.5,64.5,76.69,A,0.0,63,75.0,80.0,72.0
S4034,Maria,Davis,student3034@university.com,Male,18.0,CS,57.54,97.01,53.29,70.56,72.84,3.9,67.77,91.39,F,0.0,70,63.0,48.0,66.0
S1610,Ahmed,Brown,student610@university.com,Male,18.0,Engineering,86.12,86.68,86.75,74.67,97.81,7.48,67.84,90.46,A,0.0,90,70.0,96.0,37.0
S5913,Ahmed,Davis,student4913@university.com,Female,19.0,Engineering,80.76,75.98,94.42,92.77,82.62,9.12,99.25,81.05,B,0.0,37,85.0,73.0,61.0
S6403,Ahmed,Davis,student3004@university.com,Male,19.0,Mathematics,56.71,86.71,52.56,95.83,68.62,5.78,57.52,84.62,F,0.0,89,28.0,46.0,41.0
S9136,Sara,Jones,student3555@university.com,Female,23.0,Engineering,52.06,47.77,66.33,84.91,80.7,9.96,92.18,76.18,D,1.0,95,64.0,87.0,75.0
S2320,Liam,Williams,student1320@university.com,Female,18.0,CS,72.79,89.43,41.8,75.98,51.18,8.82,60.73,55.73,C,0.0,29,51.0,38.0,9.0
S8497,Ahmed,Johnson,student3735@university.com,Female,19.0,CS,91.1,55.01,60.9,69.27,69.68,8.93,65.93,62.77,A,1.0,65,76.0,68.0,82.0
S9154,Maria,Davis,student3531@university.com,Male,19.0,Engineering,89.02,88.28,96.29,67.5,72.29,6.43,92.71,75.74,C,0.0,32,93.0,67.0,77.0
S6638,John,Brown,student3391@university.com,Female,21.0,CS,75.95,88.71,76.8,97.12,85.92,9.55,75.74,97.57,F,0.0,38,55.0,62.0,70.0
S5175,Omar,Johnson,student4175@university.com,Male,18.0,Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,77.31,F,0.0,95,78.0,83.0,95.0
S2515,Emma,Davis,student1515@university.com,Male,22.0,Business,65.18,92.15,47.7,61.88,99.8,4.33,91.43,85.56,B,0.0,100,68.0,82.0,62.0
S4716,Liam,Williams,student3716@university.com,Male,19.0,Engineering,54.6,47.16,90.13,85.89,94.89,8.56,99.43,92.84,D,0.0,74,67.0,48.0,99.0
S5747,Maria,Jones,student4747@university.com,Male,18.0,CS,84.61,89.0,55.71,98.89,59.64,7.24,86.82,87.94,D,0.0,52,37.0,100.0,69.0
S6889,John,Davis,student2333@university.com,Female,20.0,Business,82.61,75.05,65.53,98.4,58.91,7.88,79.99,60.85,D,0.0,51,85.0,61.0,77.0
S1842,Ali,Williams,student842@university.com,Female,21.0,CS,77.3,87.34,76.83,90.94,58.77,8.48,82.47,76.03,B,0.0,64,75.0,67.0,47.0
S2153,Sara,Jones,student1153@university.com,Female,24.0,Business,74.0,54.82,63.27,75.83,71.32,1.68,55.0,64.54,F,0.0,18,79.0,32.0,52.0
S9411,Liam,Brown,student3020@university.com,Male,21.0,CS,55.27,69.67,49.27,61.43,81.36,8.07,98.4,69.14,C,1.0,91,84.0,89.0,59.0
S1044,Maria,Smith,student44@university.com,Male,22.0,Mathematics,84.1,98.37,49.24,62.38,77.52,1.39,60.58,73.42,D,0.0,64,81.0,68.33,96.0
S4984,Maria,Davis,student3984@university.com,Male,22.0,CS,79.9,80.49,50.45,91.77,99.53,3.71,83.05,54.1,F,0.0,24,81.0,10.0,90.0
S10029,John,Williams,student4172@university.com,Male,18.0,Business,53.86,75.62,64.07,61.29,72.19,9.53,64.22,77.29,B,1.0,59,58.0,61.0,85.0
S3350,Liam,Johnson,student2350@university.com,Female,24.0,Engineering,58.01,96.26,50.59,86.06,95.82,6.14,67.85,57.34,D,1.0,28,74.0,63.0,50.0
S8612,Liam,Jones,student1080@university.com,Female,23.0,Mathematics,66.98,41.17,70.8,78.0,53.56,7.88,56.51,66.64,C,0.0,28,51.0,100.0,97.0
S1437,Liam,Williams,student437@university.com,Female,22.0,Mathematics,57.28,60.5,49.2,71.3,85.24,7.92,71.14,54.31,C,0.0,67,54.0,81.0,64.0
S4175,Sara,Johnson,student3175@university.com,Female,18.0,CS,68.59,94.1,70.8,65.83,79.86,9.23,85.5,61.15,F,0.0,93,71.0,96.0,9.0
S10450,Sara,Williams,student2211@university.com,Female,20.0,Engineering,66.04,40.19,49.98,87.79,59.66,0.35,54.58,72.39,D,0.0,67,25.0,93.0,58.0
S6609,Ahmed,Jones,student3937@university.com,Male,20.0,Business,50.24,83.12,44.04,74.96,68.55,0.42,85.19,57.07,F,1.0,46,73.0,100.0,61.0
S2475,Liam,Brown,student1475@university.com,Female,23.0,CS,93.74,95.3,79.74,67.54,98.93,0.68,67.21,82.07,A,0.0,44,93.0,73.0,27.0
S2751,Liam,Williams,student1751@university.com,Female,20.0,Business,59.93,98.67,89.64,78.89,92.98,2.25,60.34,74.93,F,1.0,23,45.0,69.0,52.0
S4140,Sara,Davis,student3140@university.com,Male,24.0,CS,66.98,78.41,46.6,90.35,67.7,9.27,80.54,77.99,C,0.0,46,55.0,91.0,71.0
S6027,Ahmed,Smith,student4304@university.com,Female,20.0,Engineering,74.04,75.63,82.17,86.3,94.15,6.39,54.2,98.1,B,1.0,40,60.0,99.0,59.0
S1338,Maria,Jones,student338@university.com,Male,23.0,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,A,0.0,31,78.0,34.0,47.0
S9836,Ahmed,Smith,student829@university.com,Male,19.0,Engineering,63.92,45.41,41.97,79.72,81.5,3.88,68.32,74.93,A,1.0,64,50.0,73.0,100.0
S1543,Sara,Jones,student543@university.com,Male,22.0,CS,62.03,86.48,62.02,51.32,62.25,0.03,90.92,74.26,B,0.0,30,35.0,40.0,22.0
S10804,Sara,Williams,student2022@university.com,Male,20.0,CS,65.28,49.25,49.09,52.96,60.7,4.38,71.2,97.09,B,1.0,54,76.0,100.0,72.0
S10674,John,Jones,student4401@university.com,Female,20.0,Engineering,68.37,58.6,87.0,67.9,91.87,0.32,76.49,54.9,F,0.0,63,50.0,41.0,65.0
S9946,Liam,Jones,student2613@university.com,Female,21.0,Engineering,64.77,63.38,69.88,61.37,90.51,6.21,91.66,94.09,A,0.0,67,60.0,80.0,45.0
S9659,Maria,Jones,student3007@university.com,Female,18.0,CS,53.78,93.67,40.64,94.7,98.98,3.31,82.74,64.0,C,0.0,100,40.0,96.0,64.0
S7277,Sara,Williams,student1549@university.com,Female,19.0,CS,94.56,83.96,93.74,89.99,97.44,0.67,59.15,89.03,A,0.0,77,84.0,39.0,77.0
S9985,Ali,Williams,student2204@university.com,Male,18.0,Business,88.44,92.92,94.57,73.46,88.13,3.61,52.37,66.71,A,0.0,78,26.0,77.0,85.0
S10539,Emma,Brown,student4192@university.com,Female,20.0,CS,66.95,98.02,94.52,50.48,96.21,5.58,50.76,84.23,A,1.0,69,100.0,76.0,71.0
S2145,Emma,Smith,student1145@university.com,Female,23.0,Business,60.87,72.63,83.54,94.47,83.71,6.67,63.42,59.03,F,1.0,71,59.0,62.0,40.0
S5585,Ali,Smith,student4585@university.com,Male,18.0,CS,90.74,93.15,76.18,80.59,72.62,4.01,63.74,57.15,A,0.0,42,50.0,48.0,64.0
S4749,Emma,Davis,student3749@university.com,Male,22.0,CS,93.45,43.86,99.83,73.02,82.66,0.49,52.59,58.02,A,0.0,48,83.0,84.0,98.0
S9145,Ahmed,Jones,student3692@university.com,Female,19.0,CS,71.24,47.14,45.46,75.01,76.01,4.19,96.71,57.92,F,0.0,68,89.0,62.0,100.0
S9889,Liam,Davis,student4187@university.com,Male,20.0,Mathematics,56.45,66.86,69.69,96.3,69.94,5.38,82.94,88.78,F,0.0,50,100.0,58.0,71.0
S4329,Maria,Davis,student3329@university.com,Male,23.0,Business,72.23,57.58,98.71,66.73,75.99,9.15,88.51,69.63,D,0.0,28,70.0,66.0,60.0
S10982,Ahmed,Smith,student4465@university.com,Female,18.0,CS,79.82,76.68,88.11,94.38,97.67,8.55,77.64,83.73,F,1.0,34,82.0,75.0,62.0
S7671,Ali,Brown,student2958@university.com,Male,18.0,Engineering,95.87,40.31,81.85,96.34,67.22,5.48,71.14,68.36,D,0.0,43,60.0,74.0,75.0
S10016,Maria,Williams,student4316@university.com,Male,22.0,Business,56.84,93.19,48.4,93.28,81.49,2.5,66.82,59.33,C,0.0,59,66.0,26.0,60.0
S10699,Sara,Johnson,student1196@university.com,Female,20.0,Mathematics,85.49,89.15,77.57,88.09,73.9,2.42,68.04,96.23,A,1.0,27,98.0,90.0,87.0
S9616,Ali,Williams,student2007@university.com,Female,22.0,CS,82.91,79.64,79.31,56.41,57.14,5.42,63.7,56.22,C,0.0,54,81.0,82.0,68.0
S10722,Emma,Davis,student2633@university.com,Female,21.0,Engineering,67.92,78.1,79.21,97.34,65.62,4.93,61.65,81.04,F,0.0,50,56.0,84.0,41.0
S10969,Omar,Smith,student471@university.com,Female,19.0,CS,79.27,74.82,72.51,53.49,94.3,3.98,65.12,66.3,F,1.0,60,74.0,98.0,56.0
S1002,Ahmed,Jones,student2@university.com,Male,24.0,Business,57.19,67.05,93.68,67.7,85.7,5.05,73.79,70.3,D,0.0,10,99.0,97.0,58.0
S1053,Maria,Smith,student53@university.com,Female,23.0,Engineering,76.6,75.7,97.18,92.12,55.21,5.78,75.06,97.95,C,0.0,69,100.0,59.0,9.0
S6030,Omar,Williams,student1369@university.com,Female,19.0,Engineering,95.66,88.98,64.53,92.3,73.19,1.44,74.82,59.6,F,0.0,27,62.0,96.0,65.0
S10681,Emma,Jones,student3598@university.com,Female,19.0,Business,63.55,41.71,43.69,50.12,56.02,2.69,81.75,86.42,C,0.0,69,49.0,50.0,82.0
S2898,Liam,Johnson,student1898@university.com,Male,18.0,CS,88.16,50.77,82.82,55.4,53.44,3.54,89.71,97.08,B,0.0,23,89.0,73.0,57.0
S9586,Maria,Jones,student4546@university.com,Male,19.0,Engineering,53.62,76.01,51.29,54.26,69.34,1.22,68.01,59.28,C,0.0,29,79.0,73.0,45.0
S2852,Emma,Brown,student1852@university.com,Female,22.0,Business,80.37,70.31,44.17,71.09,61.42,9.34,91.37,93.42,C,0.0,23,100.0,99.0,37.0
S6291,Ali,Smith,student1537@university.com,Female,22.0,Mathematics,67.39,62.04,49.37,61.38,69.01,6.38,72.78,73.84,A,0.0,57,51.0,91.0,57.0
S10742,Emma,Davis,student1768@university.com,Male,21.0,CS,76.27,46.44,76.09,82.68,70.04,7.37,92.6,82.81,F,0.0,51,67.0,77.0,93.0
S2295,Sara,Johnson,student1295@university.com,Male,22.0,Engineering,99.32,86.34,64.69,70.94,83.89,2.73,82.38,52.38,C,1.0,47,35.0,57.0,45.0
S7054,John,Williams,student4618@university.com,Female,20.0,CS,60.05,49.23,49.38,81.3,67.83,5.01,71.04,77.28,F,1.0,60,64.0,100.0,91.0
S4635,Liam,Davis,student3635@university.com,Male,23.0,Business,85.81,78.06,63.16,75.54,81.78,6.75,73.87,52.49,B,0.0,46,90.0,54.0,80.0
S10738,Liam,Johnson,student2880@university.com,Female,20.0,Engineering,90.45,86.99,64.58,75.71,82.04,0.39,91.49,82.3,C,0.0,94,56.0,82.0,84.0
S8512,John,Johnson,student1914@university.com,Female,20.0,Business,53.24,55.89,59.81,63.38,84.99,7.8,84.11,89.51,A,0.0,67,55.0,57.0,48.0
S7661,Sara,Smith,student4847@university.com,Male,23.0,CS,59.83,80.31,88.83,58.87,60.32,6.05,87.69,77.69,A,1.0,83,39.0,94.0,66.0
S9440,Sara,Davis,student4195@university.com,Male,19.0,Engineering,98.07,45.7,93.2,67.93,73.83,6.28,70.42,61.87,A,1.0,84,98.0,96.0,84.0
S1257,Emma,Smith,student257@university.com,Male,18.0,CS,89.5,51.88,81.42,97.45,66.03,7.61,67.98,82.81,A,0.0,82,100.0,75.0,71.0
S8749,Liam,Davis,student2364@university.com,Male,20.0,Business,80.59,87.73,82.51,58.09,94.42,0.83,67.15,77.7,D,0.0,33,72.0,66.0,88.0
S9980,Liam,Jones,student529@university.com,Male,19.0,Mathematics,81.25,99.91,82.0,81.28,64.94,0.01,59.43,89.6,A,0.0,68,64.0,75.0,94.0
S9965,Ahmed,Williams,student4685@university.com,Male,19.0,Mathematics,54.13,57.86,78.12,99.64,91.16,2.03,99.9,65.6,F,0.0,67,100.0,66.0,76.0
S7146,Ahmed,Johnson,student2701@university.com,Female,19.0,CS,57.81,46.44,72.2,82.51,71.65,3.94,67.34,94.59,A,1.0,58,59.0,76.0,68.0
S10463,John,Johnson,student2953@university.com,Female,21.0,Engineering,90.0,76.82,69.11,75.51,70.12,3.81,76.72,59.21,B,1.0,96,50.0,68.0,73.0
S5497,Maria,Brown,student4497@university.com,Male,19.0,CS,67.09,51.79,53.32,92.94,76.8,9.29,93.32,99.12,A,0.0,37,74.0,56.0,91.0
S5473,Liam,Williams,student4473@university.com,Male,18.0,Business,83.17,72.18,51.68,93.98,95.33,1.36,78.73,54.4,B,0.0,64,68.0,85.0,31.0
S5834,John,Smith,student4834@university.com,Male,21.0,Engineering,92.31,98.74,53.89,77.18,95.82,5.62,99.59,75.94,B,1.0,63,95.0,71.0,60.0
S1450,Emma,Jones,student450@university.com,Female,23.0,CS,80.72,61.08,98.03,98.61,87.78,2.5,66.72,86.68,F,1.0,78,81.0,51.0,40.0
S7660,Liam,Smith,student3660@university.com,Male,23.0,Business,69.59,82.65,79.92,76.07,99.51,6.63,71.86,89.59,D,0.0,44,30.0,100.0,48.0
S3849,Sara,Brown,student2849@university.com,Female,20.0,Mathematics,83.02,43.74,40.13,82.33,79.87,2.99,69.93,98.91,C,0.0,53,77.0,50.0,9.0
S8893,John,Jones,student3229@university.com,Female,22.0,Engineering,69.56,92.33,98.49,74.2,85.71,9.69,77.99,54.99,D,1.0,46,76.0,68.0,72.0
S3702,Liam,Davis,student2702@university.com,Male,18.0,CS,86.97,55.22,69.95,96.16,81.99,6.68,63.78,64.2,A,0.0,42,96.0,85.0,57.0
S8945,Sara,Brown,student2313@university.com,Female,22.0,CS,78.98,71.69,76.04,92.06,70.0,3.55,65.6,89.66,B,0.0,53,77.0,70.0,83.0
S2872,John,Brown,student1872@university.com,Female,21.0,CS,51.78,66.0,56.45,65.2,77.68,1.93,90.04,64.15,D,0.0,80,81.0,87.0,88.0
S3862,Omar,Davis,student2862@university.com,Female,18.0,Business,55.29,46.1,93.95,87.86,86.13,9.43,91.67,63.68,D,0.0,95,52.0,51.0,100.0
S10453,Sara,Johnson,student2276@university.com,Female,23.0,Business,96.6,94.94,42.97,67.21,85.04,3.82,81.85,69.26,D,0.0,65,58.0,44.0,79.0
S7725,Maria,Brown,student531@university.com,Female,19.0,Mathematics,69.94,50.88,62.8,77.47,78.82,9.89,62.08,68.01,A,0.0,45,67.0,70.0,80.0
S2914,Liam,Smith,student1914@university.com,Male,24.0,Business,61.38,63.71,46.33,86.6,66.91,1.09,67.97,71.72,A,0.0,48,91.0,37.0,70.0
S8835,Omar,Brown,student4059@university.com,Female,22.0,Business,53.81,96.07,93.54,83.35,65.21,4.16,50.49,99.8,C,1.0,78,44.0,73.0,61.0
S6709,Sara,Smith,student2972@university.com,Male,21.0,Engineering,64.45,60.56,58.18,97.02,84.67,3.96,59.59,92.62,A,0.0,74,63.0,54.0,77.0
S2121,John,Smith,student1121@university.com,Female,22.0,Business,80.31,41.38,83.29,73.89,79.99,0.89,84.31,91.15,B,1.0,100,96.0,52.0,78.0
S1125,Liam,Jones,student125@university.com,Female,24.0,Business,56.19,73.45,43.11,86.82,78.87,7.81,88.18,73.03,C,0.0,20,76.0,27.0,43.0
S9640,Liam,Davis,student4048@university.com,Female,20.0,Engineering,55.22,50.97,96.35,61.63,89.06,9.19,80.57,60.37,B,0.0,81,51.0,96.0,71.0
S2036,Liam,Jones,student1036@university.com,Male,23.0,Mathematics,88.02,90.95,64.34,74.79,73.0,1.61,95.17,59.6,A,0.0,57,72.0,90.0,35.0
S4190,Sara,Williams,student3190@university.com,Male,18.0,Engineering,76.73,87.64,73.66,69.93,65.56,7.65,73.11,66.83,A,0.0,36,71.0,50.0,81.0
S3136,Emma,Davis,student2136@university.com,Male,20.0,CS,50.61,83.63,76.12,67.12,54.77,9.09,50.7,85.4,F,1.0,33,81.0,100.0,61.0
S8208,Sara,Brown,student3088@university.com,Female,18.0,Engineering,83.58,62.44,80.93,89.53,76.91,3.99,62.29,88.3,F,0.0,95,71.0,56.0,74.0
S2264,Emma,Jones,student1264@university.com,Male,20.0,CS,70.61,87.78,71.73,53.64,51.54,8.8,55.59,78.84,C,0.0,61,47.0,67.0,62.0
S10212,Ahmed,Jones,student2677@university.com,Female,22.0,Mathematics,70.26,45.13,64.5,72.75,71.78,6.03,66.29,88.19,A,1.0,78,81.0,55.0,41.0
S6347,Omar,Davis,student2173@university.com,Male,22.0,Engineering,91.83,81.65,46.59,60.78,68.2,2.74,76.85,80.35,C,0.0,96,42.0,87.0,89.0
